PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Unnamed: 11
71,81063978,-9.463627815,-1.163064003,3.150273323, 
72,81080645,-9.461109161,-1.0390969509999999,3.14731288, 
73,81097312,-9.294569016,-0.903490067,3.0614361760000004, 
74,81113979,-9.31496048,-0.802169085,3.072858572, 
75,81130646,-9.468484879,-0.750127792,3.1537952419999997, 
76,81147313,-9.50290966,-0.7325446609999999,3.2046961780000003, 
77,81163980,-9.482453346,-0.7935957309999999,3.232684135, 
78,81180647,-9.522186279,-0.891172409,3.2183516030000003, 
79,81197314,-9.674236298,-1.048790693,3.263225794, 
80,81213981,-9.756446837999999,-1.105620861,3.332964897, 
81,81230648,-9.658027649,-1.083829522,3.3221564289999996, 
82,81247315,-9.505702019,-1.0520893340000002,3.289883137, 
83,81263982,-9.288963317999999,-1.122440577,3.086882353, 
84,81280649,-9.23281765,-1.25793004,2.894299269, 
85,81297316,-9.253806114,-1.289210081,2.738945484, 
86,81313983,-9.261636734,-1.220553875,2.802251577, 
87,81330650,-8.996862411,-1.1176881790000002,2.539394379, 
88,81347317,-8.870116234,-1.046140432,2.266485453, 
89,81363984,-8.979342461,-1.115274906,2.272657633, 
90,81380651,-8.83983326,-1.224408746,2.2747056480000003, 
91,81397318,-8.597423552999999,-1.458308339,2.380306005, 
92,81413985,-8.30343914,-1.43507874,2.204396486, 
93,81430652,-8.172440529,-1.317909122,2.258462906, 
94,81447319,-7.978294373,-1.3560961480000002,2.328645229, 
95,81463986,-7.7678551670000004,-1.539267898,2.5135810380000003, 
96,81480653,-7.550628185,-1.9774484630000002,2.680757999, 
97,81497320,-7.449908257000001,-2.606503725,3.08725214, 
98,81513987,-7.432623863,-3.6842525010000005,3.9209265710000003, 
99,81530654,-7.515680313,-4.733180046,5.177024363999999, 
100,81547321,-7.933761597,-5.451720237999999,6.343290328999999, 
101,81563988,-8.852973938,-5.823042393,7.84686327, 
102,81580655,-10.19645405,-6.049210072,9.387943267999999, 
103,81597322,-11.61555099,-6.265273093999999,10.81810856, 
104,81613989,-12.19821739,-6.314364433,10.97123718, 
105,81630656,-12.29358768,-7.428616524,11.40222073, 
106,81647323,-13.32156658,-7.759729862,10.90906048, 
107,81663990,-15.03646851,-6.886178492999999,10.21512318, 
108,81680657,-16.15690231,-5.93737793,10.11463928, 
109,81697324,-17.749740600000003,-4.269584656,9.41550827, 
110,81713991,-19.60789108,-4.997152328,9.182486534, 
111,81730658,-21.21155739,-6.825962067000001,9.575586319, 
112,81747325,-22.06656647,-7.484327316,8.534790038999999, 
113,81763992,-22.88004875,-5.624473572,6.483799933999999, 
114,81780659,-23.48198318,-4.346834183,6.514984131, 
115,81797326,-25.11836052,-4.171328068,8.322995186, 
116,81813993,-25.75061989,-3.3950507639999996,8.876919746, 
117,81830660,-23.21751595,-2.527797461,8.456101418, 
118,81847327,-20.1957531,-3.592666388,8.297412872, 
119,81863994,-16.91964531,-6.037729262999999,7.1617779729999995, 
120,81880661,-14.03598118,-9.322060585,6.01341486, 
121,81897328,-12.39180088,-10.24295235,4.737017155, 
122,81913995,-11.48926258,-8.966223717,2.834070683, 
123,81930662,-10.63098145,-8.232530594,0.759080887, 
124,81947329,-9.936458587999999,-6.887764454,-1.5029996630000002, 
125,81963996,-8.737365723,-4.930737495,-3.20368886, 
126,81980663,-7.649287224,-3.044167995,-4.633455276, 
127,81997330,-6.436324596,-0.948310256,-5.636235237, 
128,82013997,-5.252514361999999,1.511030436,-5.10087204, 
129,82030664,-3.0292897219999997,2.450694084,-3.459408283, 
130,82047331,-0.513427258,2.851063013,-1.172762275, 
131,82063998,-0.981983721,3.1290335660000004,1.809702516, 
132,82080665,-1.372518659,0.925260544,1.266148806, 
133,82097332,-1.4073036909999999,1.0949034690000001,-1.220467448, 
134,82113999,-0.7825545070000001,1.628848195,-3.7775015830000003, 
135,82130666,-0.482776105,2.303403378,-3.033021212, 
136,82147333,0.70113641,3.7645332810000003,-2.7951292989999996, 
137,82164000,2.794867516,5.282827854,-4.446377277, 
138,82180667,4.272070885,5.718931198,-5.419491291, 
139,82197334,5.107384682,5.445486546000001,-5.388907432999999, 
140,82214001,4.346582413,6.657580376,-3.45618248, 
141,82230668,3.7042505739999996,8.605443001,-2.217519283, 
142,82247335,4.927210331,9.639780997999999,-1.881106973, 
143,82264002,5.708434582000001,9.30681324,-0.759447992, 
144,82280669,7.102900505,10.35152721,-0.8944633009999999, 
145,82297336,7.233231067999999,13.88732243,-0.244080335, 
146,82314003,4.279123783,16.51965904,-0.255177885, 
147,82330670,3.873681545,17.971242899999996,-1.74088645, 
148,82347337,7.895118713,15.59529686,-1.6909813880000002, 
149,82364004,9.306365012999999,12.41823101,-2.343512058, 
150,82380671,9.191880226,11.72036076,-4.000931263, 
151,82397338,9.636329651,11.0424614,-4.453184605, 
152,82414005,9.966815947999999,8.726978302000001,-4.021927357, 
153,82430672,9.635144234,8.423745155,-3.3814520839999997, 
154,82447339,8.675726891,10.09667969,-2.565421343, 
155,82464006,7.591555595,11.63804245,-2.092502356, 
156,82480673,6.700285435,12.43859577,-2.323008299, 
157,82497340,5.661460400000001,12.71482658,-2.363675594, 
158,82514007,4.497978687,11.948659900000001,-2.149740219, 
159,82530674,3.505141258,10.69663715,-2.160440922, 
160,82547341,2.423929214,9.454253197,-2.0783989430000003, 
161,82564008,1.548477888,7.781946182,-1.6632719040000001, 
162,82580675,1.256003976,5.16599369,-1.32816267, 
163,82597342,1.292087913,4.057166576,-1.523754835, 
164,82614009,0.800802171,3.653386354,-1.448403835, 
165,82630676,-0.545772076,2.542095423,-0.7301869390000001, 
166,82647343,-2.528283358,1.6412856580000001,-0.5044990779999999, 
167,82664010,-3.595307112,0.81681639,-2.9249405860000004, 
168,82680677,-4.399030685,-2.5739629269999997,-2.49578023, 
169,82697344,-4.0846624369999995,-6.942107677,-0.428156435, 
170,82714011,-3.5574588780000003,-8.91285038,0.104112104, 
171,82730678,-2.588178635,-10.68508911,-1.29547894, 
172,82747345,-2.353478909,-9.489229202,-2.682993412, 
173,82764012,-2.634362936,-7.286139488,-4.412117004, 
174,82780679,-2.40777421,-10.1915102,-6.707568645, 
175,82797346,-2.005819321,-18.08703232,-7.093292712999999, 
176,82814013,-0.996191025,-21.76704788,-6.052257061000001, 
177,82830680,-0.509709895,-21.14811516,-5.118999004, 
178,82847347,-0.428009838,-22.45731544,-3.92788744, 
179,82864014,-1.799993873,-24.3878479,-0.80347079, 
180,82880681,-4.052169323,-23.42381668,5.202086448999999, 
181,82897348,-6.734207153,-18.02762604,11.80497074, 
182,82914015,-5.537447929,-19.665594100000003,9.305019378999999, 
183,82930682,-6.995354176,-20.89255905,8.527373314, 
184,82947349,-9.682868958,-18.98663521,8.544598579, 
185,82964016,-10.58434391,-15.54039288,10.87689495, 
186,82980683,-9.037489891,-12.12138939,12.10599804, 
187,82997350,-7.571282864,-9.591795921000001,11.40861988, 
188,83014017,-6.739830971,-8.528974533,10.47269917, 
189,83030684,-5.831003189,-8.142252922,9.332649231, 
190,83047351,-5.516418457,-6.852977276,7.910845757000001, 
191,83064018,-5.156810284,-4.48967123,7.082639694, 
192,83080685,-3.7886362080000002,-3.289145708,6.144734859, 
193,83097352,-1.7877935169999999,-2.6119005680000003,4.7296571730000005, 
194,83114019,-3.3041155339999997,4.931549072,2.2974140640000003, 
195,83130686,-3.2617955210000003,-2.1321737769999998,4.729601383, 
196,83147353,-2.009951353,-5.423000336,5.421844006000001, 
197,83164020,-1.457138658,-7.535041809,2.28026104, 
198,83180687,-0.07883024200000001,-11.18518543,2.4445168969999997, 
199,83197354,0.884138823,-11.76152039,2.983673573, 
200,83214021,2.18010354,-12.51618958,2.784996033, 
201,83230688,3.161255836,-14.67836857,3.073916674, 
202,83247355,3.53619957,-14.47518349,3.836574554, 
203,83264022,3.165127993,-11.932127000000001,4.159289837, 
204,83280689,1.325077534,-7.490768909,4.476509571, 
205,83297356,-0.230120987,-7.393111706,5.22627449, 
206,83314023,-0.864346445,-8.280341148,4.1688699719999995, 
207,83330690,-1.040457606,-8.200883865,3.229179859, 
208,83347357,-0.443166196,-8.601763725,2.673802853, 
209,83364024,0.16575816300000001,-8.839030266,2.257691622, 
210,83380691,0.19767651,-9.00039196,2.088076115, 
211,83397358,0.07167433200000001,-9.241147995,2.452199936, 
212,83414025,-0.131260544,-9.179958344,3.1776385310000004, 
213,83430692,-0.434388638,-9.273191452,3.606997967, 
214,83447359,-0.841659367,-9.720453262000001,4.0451388360000005, 
215,83464026,-1.049512744,-9.962337494,4.798325062, 
216,83480693,-1.103282928,-9.695102692,5.390433787999999, 
217,83497360,-1.266368508,-8.668953896,5.443412781, 
218,83514027,-1.379354835,-7.308690071,4.900865078, 
219,83530694,-1.734768391,-6.598752022,4.849078655, 
220,83547361,-1.982979536,-6.232697964,4.732739925, 
221,83564028,-2.2742912769999997,-5.081138611,4.158287525, 
222,83580695,-2.327277422,-4.112179278999999,3.149844885, 
223,83597362,-2.507670403,-3.535499334,2.8110740180000002, 
224,83614029,-2.95423007,-2.691437244,2.9191093439999998, 
225,83630696,-3.328162432,-2.28609848,3.302635431, 
226,83647363,-3.532477617,-1.584410429,3.7758309839999997, 
227,83664030,-3.2233808039999996,-0.915912032,3.787888765, 
228,83680697,-3.727396011,-0.929536939,4.347297668, 
229,83697364,-5.348844528,-1.046893835,4.929593563, 
230,83714031,-6.569211006000001,-2.189817667,4.857901096, 
231,83730698,-6.388576508,-5.811892986,4.583359241, 
232,83747365,-5.530116558,-10.24302483,4.156192303, 
233,83764032,-5.358063221,-12.24069405,5.294691086, 
234,83780699,-5.743997097,-11.08763885,5.818191051, 
235,83797366,-5.635074138999999,-9.355839729,5.895439625, 
236,83814033,-5.628772259,-8.016391753999999,5.971822738999999, 
237,83830700,-5.8577055929999995,-6.999546528,5.548666477, 
238,83847367,-6.174787521,-6.565593719,5.375576496, 
239,83864034,-6.714491367000001,-6.284636497,5.597975254, 
240,83880701,-7.467634678,-5.832932949,5.382091045, 
241,83897368,-8.284806252000001,-5.393366337000001,5.106582642, 
242,83914035,-8.734098434,-5.328320026,4.75931406, 
243,83930702,-9.381291389,-5.57990551,4.746734142, 
244,83947369,-10.54342842,-5.935952662999999,5.224172115, 
245,83964036,-11.57747459,-5.940425396,5.68857193, 
246,83980703,-11.94325256,-5.196584702,5.548274517, 
247,83997370,-11.69862366,-4.59250021,5.001190662, 
248,84014037,-11.31752968,-4.040793419,4.589836597, 
249,84030704,-10.73303604,-3.602140903,4.555866718, 
250,84047371,-10.11563683,-3.80794239,5.260702133000001, 
251,84064038,-9.583763122999999,-5.2964563369999995,5.9947667120000006, 
252,84080705,-9.061044693,-6.487133026,6.100417137000001, 
253,84097372,-8.696378708,-6.435246468,5.823424816, 
254,84114039,-8.72924614,-5.539298533999999,5.619997978, 
255,84130706,-9.196158409,-4.137348652,5.303192139, 
256,84147373,-9.350281715,-2.494658947,5.048477173, 
257,84164040,-9.234928131,-1.157366157,4.9993844030000005, 
258,84180707,-9.057602882000001,-0.373907328,5.079435825, 
259,84197374,-9.254760742,-0.38566201899999997,5.399972916, 
260,84214041,-9.541689873,-0.880330145,5.469789027999999, 
261,84230708,-9.673636436,-0.977273464,4.95731163, 
262,84247375,-9.729846001,-1.1780574320000001,4.7703609469999995, 
263,84264042,-9.604270935,-2.397336245,4.680446148, 
264,84280709,-9.258018494,-3.264194727,4.417188643999999, 
265,84297376,-9.031084061,-3.4358241560000002,4.368503571000001, 
266,84314043,-9.037392616,-3.410205126,4.699989319, 
267,84330710,-9.593126297000001,-2.6926622389999997,5.391253947999999, 
268,84347377,-9.730417252,-1.611056089,4.903237343, 
269,84364044,-9.545930862,-1.602644682,4.558774471, 
270,84380711,-9.473552704,-2.252741098,4.480351925, 
271,84397378,-9.482748985,-3.193654537,5.365778446, 
272,84414045,-9.027682303999999,-3.514112949,5.172597408000001, 
273,84430712,-8.833890915,-3.369460821,4.993068218, 
274,84447379,-8.835457802,-2.770975351,4.45462513, 
275,84464046,-8.809576988,-2.136622906,4.087043285, 
276,84480713,-8.852974892,-3.1413040160000003,5.053889751, 
277,84497380,-8.740617752,-4.321193218,5.269603729, 
278,84514047,-8.838859558,-3.8829782010000002,4.956400394, 
279,84530714,-8.946558952,-2.446350098,4.436353207, 
280,84547381,-8.835129738,-2.217324257,4.783287525, 
281,84564048,-8.648387909,-3.423311472,5.358466148, 
282,84580715,-8.315555573,-4.133491993,5.111168861, 
283,84597382,-8.194654465,-3.5066196919999997,4.708632468999999, 
284,84614049,-8.107024192999999,-3.2673795219999997,5.057065487, 
285,84630716,-7.759790897,-3.313062191,5.306853771, 
286,84647383,-7.287875175,-3.384877443,5.084539413, 
287,84664050,-7.381465912,-3.387503862,4.701449394, 
288,84680717,-7.0169024470000005,-2.98592782,4.759895802, 
289,84697384,-6.81264019,-2.5873172280000003,4.789662838, 
290,84714051,-6.683178902000001,-2.069086313,4.87833643, 
291,84730718,-6.642252445,-1.546957493,4.80402565, 
292,84747385,-6.4287319179999995,-1.4751210209999999,4.528653622, 
293,84764052,-6.423442364,-1.5998313430000002,4.709125519, 
294,84780719,-6.500023842,-1.37206471,5.0976657869999995, 
295,84797386,-6.460835457000001,-1.145987749,5.25506115, 
296,84814053,-6.459805489,-1.493670344,5.676954746, 
297,84830720,-6.557925701,-1.658367753,6.014699936, 
298,84847387,-6.638021469,-1.219241142,5.998628616, 
299,84864054,-6.77800703,-1.052488804,6.326752663, 
300,84880721,-6.856494904,-1.537124634,6.780172825, 
301,84897388,-6.723538876,-1.8810453409999999,6.823777198999999, 
302,84914055,-6.708333492,-1.913758993,7.009600162999999, 
303,84930722,-6.678315163,-1.795931578,7.163567542999999, 
304,84947389,-6.691262722,-1.6421781780000002,7.069951057000001, 
305,84964056,-6.818639277999999,-1.815099597,7.497086048, 
306,84980723,-6.739345551,-2.095291853,7.769061565, 
307,84997390,-6.518894196000001,-1.759122968,7.665391445, 
308,85014057,-6.396530628,-1.571268559,7.519235134, 
309,85030724,-6.457074642,-1.736970067,7.559232712000001, 
310,85047391,-6.488983154,-1.9075460430000002,7.617319107, 
311,85064058,-6.4118742939999995,-2.021755219,7.496145725, 
312,85080725,-6.283266544,-1.9831949469999999,7.234539032000001, 
313,85097392,-6.357904434,-1.966742992,7.47759819, 
314,85114059,-6.445951462000001,-2.163309097,7.602070332, 
315,85130726,-6.430229187,-2.5444474219999997,7.490918159, 
316,85147393,-6.365778446,-2.72706604,7.35498333, 
317,85164060,-6.349439144,-2.41082859,7.26134491, 
318,85180727,-6.357177257999999,-2.290735483,7.2335214610000005, 
319,85197394,-6.300757408,-1.384479403,5.944228648999999, 
320,85214061,-7.248267651,-1.36817944,7.216644287, 
321,85230728,-7.194729327999999,-2.184747696,7.172707081, 
322,85247395,-6.878529072,-2.158029556,6.437379837000001, 
323,85264062,-6.892089844,-1.548375845,6.031047344, 
324,85280729,-7.287055016,-1.670263171,6.589280605, 
325,85297396,-7.552488327000001,-2.69858551,6.6986022, 
326,85314063,-7.546495913999999,-2.489980698,6.292368889, 
327,85330730,-7.295371532000001,-2.273748636,5.743842125, 
328,85347397,-7.055746077999999,-2.453567982,5.069880008999999, 
329,85364064,-7.1606655120000005,-3.131604433,4.643308163, 
330,85380731,-7.19959116,-4.252638817,4.31859684, 
331,85397398,-7.058130741,-3.8665130139999997,3.759153128, 
332,85414065,-6.896658897000001,-3.014882565,3.5367853639999995, 
333,85430732,-6.752267838,-3.14265132,3.502928495, 
334,85447399,-6.81870842,-3.0129656789999997,3.317424297, 
335,85464066,-7.00723505,-2.893549681,3.549144745, 
336,85480733,-7.1348261829999995,-2.8436765669999997,3.7647564410000003, 
337,85497400,-7.263095379,-2.638763189,3.914302111, 
338,85514067,-7.499239445,-2.433217525,4.151779175, 
339,85530734,-7.760184288,-2.3459441659999998,4.237738609, 
340,85547401,-8.086638451,-2.411381245,4.579990864, 
341,85564068,-8.416326523,-2.32029438,5.127750397, 
342,85580735,-8.889762877999999,-2.109619141,6.328561783, 
343,85597402,-9.259371758,-1.8583207130000001,7.516727447999999, 
344,85614069,-9.279762267999999,-1.722096205,7.925107956000001, 
345,85630736,-9.062020302,-1.6580400469999999,7.475419044, 
346,85647403,-8.791658401,-1.651257753,6.615312099, 
347,85664070,-8.736327171000001,-1.542756915,5.457587719, 
348,85680737,-9.163860321,-1.565603375,4.31739378, 
349,85697404,-10.01938725,-2.1729538440000002,4.057833672, 
350,85714071,-10.52878094,-3.37754631,4.2672219280000006, 
351,85730738,-10.47397232,-4.066408634,4.260617256000001, 
352,85747405,-10.52375507,-3.237208605,5.088398457, 
353,85764072,-10.374662400000002,-0.53269136,5.617582321, 
354,85780739,-9.933198929,-0.952633202,5.373897076, 
355,85797406,-9.375571251,-2.970632553,4.92848444, 
356,85814073,-9.504558563,-3.008850098,5.576897144, 
357,85830740,-9.624010086,-2.620584249,6.65963459, 
358,85847407,-9.631115913,-2.7927005289999998,7.65831852, 
359,85864074,-9.568068504,-2.981159925,8.309087753, 
360,85880741,-9.231327057,-2.913153172,8.084918022, 
361,85897408,-8.949892998,-3.691003561,7.465092182, 
362,85914075,-8.887364388,-4.303972721,7.079877377000001, 
363,85930742,-8.535871506,-4.73538065,7.530851364, 
364,85947409,-8.255163193,-5.000686646,8.483739853, 
365,85964076,-7.948904991,-4.686405659,8.280171394, 
366,85980743,-7.658148289,-5.186322212,7.438743113999999, 
367,85997410,-7.758454799999999,-5.975807667000001,7.775011538999999, 
368,86014077,-7.777335644,-5.630129814,8.070189476, 
369,86030744,-7.661295414,-4.318007468999999,7.3454103470000005, 
370,86047411,-7.504840851,-3.606476307,6.628781796, 
371,86064078,-7.082623005,-3.826778173,5.510924816, 
372,86080745,-6.840610981,-4.190564156000001,5.2109346389999995, 
373,86097412,-6.611833096,-4.088986397,5.026669978999999, 
374,86114079,-6.464585304,-3.5583641530000003,4.818796635, 
375,86130746,-6.301467419,-2.530925751,4.436511517, 
376,86147413,-5.943750381,-1.95199275,3.809912205, 
377,86164080,-5.810200214,-1.7962157730000001,3.7663929460000003, 
378,86180747,-5.922772884,-1.818802118,4.339309692, 
379,86197414,-6.0406627660000005,-1.638088465,4.475837708, 
380,86214081,-6.296865463,-1.28047061,4.526986122, 
381,86230748,-6.478200436,-1.609657049,4.542086124, 
382,86247415,-6.6675887110000005,-1.794096828,4.831387043, 
383,86264082,-6.90887785,-1.5065292119999998,5.693693637999999, 
384,86280749,-7.029450893,-1.5212358240000001,6.041508675, 
385,86297416,-6.993730545,-1.612472296,6.400657177, 
386,86314083,-6.753545761,-1.8432159419999998,6.666646957, 
387,86330750,-6.539458752000001,-1.9619357590000002,6.924306392999999, 
388,86347417,-6.45224762,-1.7315038440000001,7.307423115, 
389,86364084,-6.277081966,-1.541370392,7.49674511, 
390,86380751,-6.077569485,-1.711493015,7.560246468, 
391,86397418,-5.962937355,-1.957042933,7.467075348, 
392,86414085,-5.880477428,-1.585250974,7.602122784, 
393,86430752,-5.573209286,-1.385045886,7.722392558999999, 
394,86447419,-5.551824093,-1.374560833,8.196270943, 
395,86464086,-5.7290182110000005,-1.3647114040000001,8.450212479, 
396,86480753,-5.766066551000001,-1.367278337,8.622982979, 
397,86497420,-5.670408248999999,-1.53840065,8.701530457, 
398,86514087,-5.647556305,-1.1765518190000002,7.852772712999999, 
399,86530754,-6.285076141,-0.98823601,8.122868537999999, 
400,86547421,-6.872825623,-1.958508849,8.4215765, 
401,86564088,-6.681527615,-2.738560915,7.557323456000001, 
402,86580755,-6.418333054,-2.019637346,7.213792801, 
403,86597422,-6.4673242570000005,-1.7206380369999998,7.605885982999999, 
404,86614089,-6.680961609,-2.29819417,7.510460377, 
